tweet,pred
"Most promised minimum government but in actual working under modi govt, it's the death of Democratic processes happening in India  #ModiKillingDemocracy  Narendra Modi throttled democracy with his maximum govt: @KapilSibal https://t.co/FwOaQoDpTT",0.21310244500637054
Tomorrow at 9:30 AM I will interact with beneficiaries of various social security schemes of the Government of India. I look forward to hearing their inspiring experiences and life journeys. Join the interaction via the ‘Narendra Modi Mobile App’ or watch it on @DDNewsLive.,0.2902560830116272
"Ex-serviceman accuses BJP MLA of kidnapping daughter in J&K.  Now, Girl appeared before Media & said: 1) No one kidnapped me. 2) I'm living with my friend. 3) My family are supporters of PDP & may be that's reason. 4) My family is also forcing me to marry someone against my wish.",0.07763085514307022
I had a nice tea -chat yesterday with Shiv Sena Pramukh Udhhav which party is BJP's Hindutva blood relative. Niraj Gunde and Jagdish Shetty were with me. I also raised the Pandharpur and Shani Temples' government control issue,0.45550912618637085
The Biggest Organised Loot & Legalized Plunder. Dirty Politicians of Bjp Are Looting The Nation In The Name Of Nationalism. #BharatBachao https://t.co/WFnVSVUfNF,0.17226308584213257
"Must read: @bainjal on the vicious trolling of @SushmaSwaraj by BJP trolls led by their IT cell controlled by the PM. Nowhere in the world has a PM promoted such vile, vicious & violent trolls who attack opponents of Modi & now even Modi's own ministers https://t.co/maV3SzTb7B",0.07186044007539749
".@narendramodi sir, You've no idea how much damage this ""Lucknow passport issue"" has caused to BJP's support base. Sushma mam has taken it on her ego. Instead of taking action, she is playing into the hands of leftists.   People are still with BJP only bcoz of you. Plz intervene.",0.1437637358903885
"Where Narendra Modi is deftly hyphenated from the wrong policies of NDA, just retired economic advisors weren't Modi's, the current crop is.  There's a lot to learn about, in this single tweet, about cheerleading. https://t.co/hdGNQcmk9T",0.21042919158935547
Industrial growth in India has declined from 7.4% in 2016 to 4.45% in 2018. Why is the BJP still hiding the truth with false statements? Misleading India has become the only thing BJP is good at. #BharatBachao,0.054115135222673416
"@sanjayuvacha stuck to facts while @sambitswaraj resorted to the same old tirade calling ppl lapdogs/pidi.Although his propensity for invective is well known,this guy for the last 4 yrs has accused everyone (but him!) on planet Earth to be sold out!Talk about lack of creativity! https://t.co/T3xVzr3dWa",0.007509649731218815
"Leaders jailed during Indira Gandhi's draconian #Emergency included Vajpayee, Advani, Jayaprakash Narayan & Arun Jaitley as well as some names that will ring a bell in today's opposition--HD Deve Gowda, Lalu Prasad Yadav & MK Stalin. My column https://t.co/MzB81fVSCP",0.19282616674900055
Industrial growth in India has declined from 7.4% in 2016 to 4.45% in 2018. Why is the BJP still hiding the truth with false statements? Misleading India has become the only thing BJP is good at. #BharatBachao,0.054115135222673416
The Biggest Organised Loot & Legalized Plunder. Dirty Politicians of Bjp Are Looting The Nation In The Name Of Nationalism. #BharatBachao https://t.co/WFnVSVUfNF,0.17226308584213257
"Congratulations to our govt for trying honestly to take India to number one position. Without BJP’s enormous support and contribution, India wouldn’t have reached on top from fourth position in 2011. https://t.co/QSBaUl18Ge",0.14379467070102692
BJP using taxpayers money to fund its propaganda. Why is Government of India footing the bill for such ads? #Emergencyredux https://t.co/W7DEjzaYRq,0.0300589632242918
"The received wisdom among religion scholars & Indologists worldwide is that ""India is a secular state"" (which moreover  is ""threatened by the BJP""). Laughable, the opposite of the truth. Take the minorities' privileges in education:  https://t.co/tRapJcVtUd",0.061534106731414795
"Now, Siddhartha Bhattacharya decides not to distribute scooty as HS Students mostly fall into under 18 age group, and are unable to carry the price of Petrol. Thus, he decides to give back cycles now. Does this indicates that BJP has broken it’s own manifesto?",0.04492541030049324
The Biggest Organised Loot & Legalized Plunder. Dirty Politicians of Bjp Are Looting The Nation In The Name Of Nationalism. #BharatBachao https://t.co/WFnVSVUfNF,0.17226308584213257
"The man who tweeted filth against Sushma Swaraj, for helping an inter-faith couple obtain passports, is followed by Modi and 40 other BJP MPs.  Not a single BJP spokesperson has commented against the filth or in favour of Sushma.  Is Modi leading the charge of the Sanghi brigade?",0.027369791641831398
"BJP MP Minister @lalitayadavbjp ji has done a great job👏  NASA has already confirmed that arranging a ""Frog Wedding"" gives us rain! During their first night, frogs CRY in pain & we will get rain.  PS : We hope that the frogs're from same caste & religion  https://t.co/qCmAR56kvf",0.12903337180614471
Unparliamentary Language of BJP Spokesperson needs to be condemned.Sanjay Hegde is a fiercely independent Lawyer of repute and a Social Activist. @sanjayuvacha https://t.co/pl9LcMeeaF,0.3114526569843292
"Happy to see ugly tweets making fun of @SushmaSwaraj’s kidney ailment making the front page, but did not see any outrage against this tweet by a ‘journalist’, only some gleeful titters! https://t.co/c6if4llCV2",0.175484299659729
Glad that you shared your views Priya.   I invite you all to express your opinions in the #PeoplesPulse section of the ‘Narendra Modi Mobile App.' https://t.co/DgNBmfMnP9,0.9401944875717163
"@yadavakhilesh This Guy is YOUR party worker. You want to talk about Hindu Muslim unity? This guy is displaying your party ideology. A BJP Hindu woman is being called a Rasthravadi Rand, for a lighthearted post about Iranian football players, becos they are Muslims.  Pls RT folks https://t.co/CRkPxWcsSL",0.3883625566959381
"Forget 26, do let us know whether your government ever tried to locate P Rajan, the Trichy college student who disappeared during the Emergency? He is still missing. https://t.co/gc0iZERJXO",0.008836017921566963
"I am amazed that no one in the BJP has had the courage to defend @SushmaSwaraj against the vicious and vulgar troll attacks today. She is a tall leader of the BJP and a much loved minister and deserves respect, not abuse.",0.07605388015508652
"Must read: @bainjal on the vicious trolling of @SushmaSwaraj by BJP trolls led by their IT cell controlled by the PM. Nowhere in the world has a PM promoted such vile, vicious & violent trolls who attack opponents of Modi & now even Modi's own ministers https://t.co/maV3SzTb7B",0.07186044007539749
"The man who tweeted filth against Sushma Swaraj, for helping an inter-faith couple obtain passports, is followed by Modi and 40 other BJP MPs.  Not a single BJP spokesperson has commented against the filth or in favour of Sushma.  Is Modi leading the charge of the Sanghi brigade?",0.027369791641831398
It has always been @RSSorg & @BJP4India which want to kill democracy. It is @INCIndia which not only gave India Democracy but made sure that  principles of democracy deep rooted in Indian culture. People won't believe in the lies of bjp about emergency https://t.co/sEd4pKRlih,0.029628058895468712
The Biggest Organised Loot & Legalized Plunder. Dirty Politicians of Bjp Are Looting The Nation In The Name Of Nationalism. #BharatBachao https://t.co/WFnVSVUfNF,0.17226308584213257
"Ex-serviceman accuses BJP MLA of kidnapping daughter in J&K.  Now, Girl appeared before Media & said: 1) No one kidnapped me. 2) I'm living with my friend. 3) My family are supporters of PDP & may be that's reason. 4) My family is also forcing me to marry someone against my wish.",0.07763085514307022
The Biggest Organised Loot & Legalized Plunder. Dirty Politicians of Bjp Are Looting The Nation In The Name Of Nationalism. #BharatBachao https://t.co/WFnVSVUfNF,0.17226308584213257
"Ex-serviceman accuses BJP MLA of kidnapping daughter in J&K.  Now, Girl appeared before Media & said: 1) No one kidnapped me. 2) I'm living with my friend. 3) My family are supporters of PDP & may be that's reason. 4) My family is also forcing me to marry someone against my wish.",0.07763085514307022
"Our Diversity Unites Us, BJP Is Trampling On This Idea: Kamal Haasan @AbdulBariHanfi @alamgirizvi @geetv79 @KPadmaRani1 @Maniking0179 @mdbaid @MehekF @MLArajeshSP @SATYASAARTHI @ShamaAyyub @Dibyendu69 @arindam0205 @arindam0205 @SenguptaAjay @Amartya_asn_09 https://t.co/AmrKIIav9k",0.89555823802948
Sh Arun Jaitley & his troll colleagues need to realise that period of #Emergency1975 will not act as Divergency for #BJP to escape answerability for their gross misrule of 2014-2018 & now in reality there exist sense of Urgency in peoples mind to change #BJP,0.0380827933549881
"Of all political parties in India, @BJP4India has the filthiest of followers.  Forget opponents, they won't even spare former/current BJP senior leaders if they don't toe the line.   Examples: Sushma Swaraj, Yashwant Sinha, Arun Shourie & more.",0.11726859211921692
".@narendramodi sir, You've no idea how much damage this ""Lucknow passport issue"" has caused to BJP's support base. Sushma mam has taken it on her ego. Instead of taking action, she is playing into the hands of leftists.   People are still with BJP only bcoz of you. Plz intervene.",0.1437637358903885
"Dear Fellow Indians and my suffering #Mumbaikar, the real #emergency that Narendra Modi will not talk to you about. Just see the state of roads in India’s most expensive real estate governed by #BJP -SS for the last 25 years.#ModiKillingDemocracy https://t.co/hystp8TqM8",0.035295356065034866
"Ex-serviceman accuses BJP MLA of kidnapping daughter in J&K.  Now, Girl appeared before Media & said: 1) No one kidnapped me. 2) I'm living with my friend. 3) My family are supporters of PDP & may be that's reason. 4) My family is also forcing me to marry someone against my wish.",0.07763085514307022
Mehbooba's implying that @BJP4India sold out its voters and deliberately compromised issues of national interest just to be in power.  @BJP4India must prove her wrong or it'll send a terrible message to the ppl https://t.co/tugM1X0qHi,0.01035328395664692
"Happy to see ugly tweets making fun of @SushmaSwaraj’s kidney ailment making the front page, but did not see any outrage against this tweet by a ‘journalist’, only some gleeful titters! https://t.co/c6if4llCV2",0.175484299659729
"They didn't stand up when one their own was trolled. Worse, they follow the accounts which spewed venom. Truly, party with a difference!   https://t.co/gwrBZ39x4C",0.29538652300834656
"Under Modi, rural wage growth has dipped from 38% in 2014 to 0% in 2018 (RBI report). Govt has not released data on farmers’ suicides in the last two years. Destroy and hide seems to be the only logic BJP has been following. #BharatBachao",0.10220041871070862
Industrial growth in India has declined from 7.4% in 2016 to 4.45% in 2018. Why is the BJP still hiding the truth with false statements? Misleading India has become the only thing BJP is good at. #BharatBachao,0.054115135222673416
Hey @htTweets  Difference of Opinion is not Trolling Expressing opinion & Countering anyone's lies is not Trolling  Can you point out one tweet of mine which was abusive to her. My tweets mentioning her raised valid points on the passport controversy  https://t.co/saPiIAR1Fn,0.10812529921531677
Industrial growth in India has declined from 7.4% in 2016 to 4.45% in 2018. Why is the BJP still hiding the truth with false statements? Misleading India has become the only thing BJP is good at. #BharatBachao,0.054115135222673416
"@BJP4Delhi Modi, High Court aur chindichor Delhi BJP ke according to LG is Delhi sarkaar hai.. Dekhi kis ke signature hai approval pe 😂😂😂 https://t.co/F4IGsvYiRK",0.11637226492166519
"They didn't stand up when one their own was trolled. Worse, they follow the accounts which spewed venom. Truly, party with a difference!   https://t.co/gwrBZ39x4C",0.29538652300834656
BJP’s brutality reaches a new low as citizens demanding their right to clean air to breathe become a victim of state induced violence.  #ModiEmergency https://t.co/T3Z24nRTwo,0.005874328780919313
"As a Swayamsevak for more than half a century , you should also demand that the next SarSanghchalak of @RSSorg should be a woman.   Why mess with Hindu traditions to appear progressive,  when you loot the Hindu temples in BJP ruled states? https://t.co/KGCirB1Sc4",0.3721383213996887
ROFL! Trolled? Ecosystem kicks into action. Not going to work.  41 BJP lawmakers follow Twitter users who ‘trolled’ @SushmaSwaraj via @htTweets https://t.co/pbNdAJ2MW3,0.4381062686443329
"Under Modi, rural wage growth has dipped from 38% in 2014 to 0% in 2018 (RBI report). Govt has not released data on farmers’ suicides in the last two years. Destroy and hide seems to be the only logic BJP has been following. #BharatBachao",0.10220041871070862
"""Like Mrs. Gandhi once did, Mr. Modi seeks to make his party, his  government, his administration and his country an extension of his  personality"" (from a piece published in February 2013, fifteen months before Narendra Modi became Prime Minister): https://t.co/t5EKsom1A1",0.2730003595352173
"Happy to see ugly tweets making fun of @SushmaSwaraj’s kidney ailment making the front page, but did not see any outrage against this tweet by a ‘journalist’, only some gleeful titters! https://t.co/c6if4llCV2",0.175484299659729
"Let us all rise up to the challenge of building an India free from communal violence, poverty, ill health & unemployment. We must ensure a bright future for our country by removing a selfish & destructive BJP govt. in the Centre. Let #BharatBachao be our main mission for 2019!",0.308458536863327
The Biggest Organised Loot & Legalized Plunder. Dirty Politicians of Bjp Are Looting The Nation In The Name Of Nationalism. #BharatBachao https://t.co/WFnVSVUfNF,0.17226308584213257
Glad that you shared your views Priya.   I invite you all to express your opinions in the #PeoplesPulse section of the ‘Narendra Modi Mobile App.' https://t.co/DgNBmfMnP9,0.9401944875717163
Who is the killer of democracy in India ?  .  ♥️Like for BJP 🔃 Retweet for Congress  .  Connect with us for daily unbiased poll  .  #CongressKilledDemocracy,0.2030831128358841
Hey @htTweets  Difference of Opinion is not Trolling Expressing opinion & Countering anyone's lies is not Trolling  Can you point out one tweet of mine which was abusive to her. My tweets mentioning her raised valid points on the passport controversy  https://t.co/saPiIAR1Fn,0.10812529921531677
"Openly supporting AAP, why doesn't @ShatruganSinha leave BJP and test his popularity by fighting elections on AAP ticket. Now that only 10 months are left for LS elections and it is clear that he will not get any ministerial birth, why doesn't he resign? Scared of losing? https://t.co/Em5UifaiYM",0.021124009042978287
"The Modi govt is trying to control institutions like CBI, EC, judiciary etc. that were once autonomous are now being compromised under the #BJP #RSS regime. And also what we eat, to what we wear and whom we marry to now even AC temperature!!! #ModiKillingDemocracy",0.16467607021331787
"@BJP4Delhi Modi, High Court aur chindichor Delhi BJP ke according to LG is Delhi sarkaar hai.. Dekhi kis ke signature hai approval pe 😂😂😂 https://t.co/F4IGsvYiRK",0.11637226492166519
Hey @htTweets  Either you point out my tweet in which I was abusive to Sushma Swaraj or  you apologise & delete your Fake article  If not then ready to face FIR & defamation suit from me  https://t.co/saPiIAR1Fn,0.18741334974765778
Hail secularism and Jihadi Didi’s politics. Now media journos would not even squeak and reserve their expert opinion for events in BJP ruled states involving their ministers! https://t.co/fDaNw7dSH1,0.08400020748376846
Glad that you shared your views Priya.   I invite you all to express your opinions in the #PeoplesPulse section of the ‘Narendra Modi Mobile App.' https://t.co/DgNBmfMnP9,0.9401944875717163
"Instead of making right their wrongs, the BJP only believes in fooling India with lies after lies. So shameful! #Demonetisation #OrganisedLoot #BharatBachao https://t.co/fgKoXZ3l3K",0.5235486626625061
Hey @htTweets  Either you point out my tweet in which I was abusive to Sushma Swaraj or  you apologise & delete your Fake article  If not then ready to face FIR & defamation suit from me  https://t.co/saPiIAR1Fn,0.18741334974765778
"I feel sorry for @SushmaSwaraj   Troll army is attacking her ruthlessly. This shows that there is no place left in BJP for any normal people.  The brainwashed Bhakts, who are drowned in hatred will not tolerate anyone going against their Communal and Casteist agenda.",0.003978262189775705
Hey @htTweets  Difference of Opinion is not Trolling Expressing opinion & Countering anyone's lies is not Trolling  Can you point out one tweet of mine which was abusive to her. My tweets mentioning her raised valid points on the passport controversy  https://t.co/saPiIAR1Fn,0.10812529921531677
"@BJP4India Vikaas without Hindu Consolidation will lead to shining 2004 @narendramodi @AmitShah  Learn from Karnataka.... Unless you pull all voters out, you will be left playing second fiddle https://t.co/4d0hOcZYhj",0.29276809096336365
"I am amazed that no one in the BJP has had the courage to defend @SushmaSwaraj against the vicious and vulgar troll attacks today. She is a tall leader of the BJP and a much loved minister and deserves respect, not abuse.",0.07605388015508652
Hey @htTweets  Difference of Opinion is not Trolling Expressing opinion & Countering anyone's lies is not Trolling  Can you point out one tweet of mine which was abusive to her. My tweets mentioning her raised valid points on the passport controversy  https://t.co/saPiIAR1Fn,0.10812529921531677
Hey @htTweets  Either you point out my tweet in which I was abusive to Sushma Swaraj or  you apologise & delete your Fake article  If not then ready to face FIR & defamation suit from me  https://t.co/saPiIAR1Fn,0.18741334974765778
"2/2 Is it now compulsory for judicial appointments to be servile to the ideological vetting of BJP/RSS? First target was jurist Gopal Subramanium, then Justice Joseph, now this.   Perhaps, a blog on cloak and dagger methods to infiltrate the judiciary.... https://t.co/q7AnQXGtMc",0.40125200152397156
Industrial growth in India has declined from 7.4% in 2016 to 4.45% in 2018. Why is the BJP still hiding the truth with false statements? Misleading India has become the only thing BJP is good at. #BharatBachao,0.054115135222673416
Hey @htTweets  Either you point out my tweet in which I was abusive to Sushma Swaraj or  you apologise & delete your Fake article  If not then ready to face FIR & defamation suit from me  https://t.co/saPiIAR1Fn,0.18741334974765778
"Democracy’s fourth pillar, the media, is being used by the BJP Govt to spread their polarising right-wing agenda. #ModiEmergency https://t.co/K1WNjJM0pE",0.10828761011362076
"Under Modi, rural wage growth has dipped from 38% in 2014 to 0% in 2018 (RBI report). Govt has not released data on farmers’ suicides in the last two years. Destroy and hide seems to be the only logic BJP has been following. #BharatBachao",0.10220041871070862
Tomorrow at 9:30 AM I will interact with beneficiaries of various social security schemes of the Government of India. I look forward to hearing their inspiring experiences and life journeys. Join the interaction via the ‘Narendra Modi Mobile App’ or watch it on @DDNewsLive.,0.2902560830116272
"Under Modi, rural wage growth has dipped from 38% in 2014 to 0% in 2018 (RBI report). Govt has not released data on farmers’ suicides in the last two years. Destroy and hide seems to be the only logic BJP has been following. #BharatBachao",0.10220041871070862
If Narendra Modi was not supporting Hindu Dharma in a new powerful manner why are all anti-Hindu forces desperate to prevent his re-election?,0.08106327056884766
PM Modi and BJP made tall promises on education in their election manifesto back in 2014. All such promises have been nothing but lies! #BharatBachao https://t.co/VqK1CLUHFR,0.11786724627017975
Hey @htTweets  Difference of Opinion is not Trolling Expressing opinion & Countering anyone's lies is not Trolling  Can you point out one tweet of mine which was abusive to her. My tweets mentioning her raised valid points on the passport controversy  https://t.co/saPiIAR1Fn,0.10812529921531677
"Happy to see ugly tweets making fun of @SushmaSwaraj’s kidney ailment making the front page, but did not see any outrage against this tweet by a ‘journalist’, only some gleeful titters! https://t.co/c6if4llCV2",0.175484299659729
"Of all political parties in India, @BJP4India has the filthiest of followers.  Forget opponents, they won't even spare former/current BJP senior leaders if they don't toe the line.   Examples: Sushma Swaraj, Yashwant Sinha, Arun Shourie & more.",0.11726859211921692
"""Like Mrs. Gandhi once did, Mr. Modi seeks to make his party, his  government, his administration and his country an extension of his  personality"" (from a piece published in February 2013, fifteen months before Narendra Modi became Prime Minister): https://t.co/t5EKsom1A1",0.2730003595352173
Glad that you shared your views Priya.   I invite you all to express your opinions in the #PeoplesPulse section of the ‘Narendra Modi Mobile App.' https://t.co/DgNBmfMnP9,0.9401944875717163
"Happy to see ugly tweets making fun of @SushmaSwaraj’s kidney ailment making the front page, but did not see any outrage against this tweet by a ‘journalist’, only some gleeful titters! https://t.co/c6if4llCV2",0.175484299659729
"No action on MLA Lal Singh for threatening Journos? Shame BJP Shame. You securd a majority wd the most divisive campaign in 2014. And with no achievements to cite in 2019, you're threatening media like nvr before. So tht u can arm twist thm into giving gud coverage in next polls.",0.06642115116119385
BJP’s misogynistic culture has trickled down to their followers too.  We applaud @SushmaSwaraj’s bravery for highlighting the vicious nature within the BJP. Women shaming will not be tolerated.  https://t.co/6VRqLKBLRM #BharatBachao #WhyNotHer,0.11836763471364975
And these twitter handles abusing Sushma were anonymous. Suddenly a flood of such handles these days which claim to be RW or BJP supporters & only abuse. https://t.co/g6w34JXLk8,0.09366834163665771
Hey @htTweets  Either you point out my tweet in which I was abusive to Sushma Swaraj or  you apologise & delete your Fake article  If not then ready to face FIR & defamation suit from me  https://t.co/saPiIAR1Fn,0.18741334974765778
"“Modi is the general of the [BJP] IT cell, the only leader in the world who follows handles that routinely make death, rape threats & indulge in incitement.” They in turn claim to be “Blessed by Follow from Modi ji” https://t.co/Ky2MXRy8VN @bainjal explain Sushma Swaraj’s plight.",0.305835098028183
Hey @htTweets  Either you point out my tweet in which I was abusive to Sushma Swaraj or  you apologise & delete your Fake article  If not then ready to face FIR & defamation suit from me  https://t.co/saPiIAR1Fn,0.18741334974765778
Analysts say majority of the people who attacked Sushma Swaraj are BJP supporters & some even followed by the man himself. Imagine when your own monster comes back to bite you.,0.13149909675121307
"I am amazed that no one in the BJP has had the courage to defend @SushmaSwaraj against the vicious and vulgar troll attacks today. She is a tall leader of the BJP and a much loved minister and deserves respect, not abuse.",0.07605388015508652
Sushma unleashes her MSM trolls on BJP supporters to protect her stupid ego... Another @BJP4India guy ... @vijai63 trolls and mocks another BJP supporter... And there are some SM donks who want others to overlook all these crimes of BJP guys.. @AmitShah... https://t.co/Y0cQpCDZqi,0.04364674165844917
"India's position is on a continuous decline, since 2014, when it comes to Global Hunger Index. BJP always blames @INCIndia for it's own shortcomings but when will it take responsibility.? @Fairoz_JK @divyaspandana @VishalcINC @SaimonFarooqui @LubanaManoj https://t.co/vklQt9ghoT",0.04976605251431465
"#CongressKilledDemocracy BJP is turning into Bharatiya Jokers Party!  If Congress had killed democracy, how did Modi get elected in 2014 while Congress was in power?",0.046265773475170135
Hey @htTweets  Difference of Opinion is not Trolling Expressing opinion & Countering anyone's lies is not Trolling  Can you point out one tweet of mine which was abusive to her. My tweets mentioning her raised valid points on the passport controversy  https://t.co/saPiIAR1Fn,0.10812529921531677
"BJP IT team is at it again, spreading fake, misleading news.   We can confirm that NO, ICDS centres are distributing  ready to eat meal to children in packet containing beef.  People spreading this news is a lie. Don't believe in BJP's dirty politics.",0.16396711766719818
".@YashwantSinha also addressed the AAP rally in Varanasi over the phone, and said: “There is an undeclared emergency in the country which is more dangerous than the declared one. There is a need to raise our voice against undeclared emergency to save constitutional institutions.” https://t.co/SCjxcKVKZm",0.050368551164865494
"The man who tweeted filth against Sushma Swaraj, for helping an inter-faith couple obtain passports, is followed by Modi and 40 other BJP MPs.  Not a single BJP spokesperson has commented against the filth or in favour of Sushma.  Is Modi leading the charge of the Sanghi brigade?",0.027369791641831398
Hey @htTweets  Difference of Opinion is not Trolling Expressing opinion & Countering anyone's lies is not Trolling  Can you point out one tweet of mine which was abusive to her. My tweets mentioning her raised valid points on the passport controversy  https://t.co/saPiIAR1Fn,0.10812529921531677
"@AnurinderS @ChandanPks @arunjaitley Just see who is asking questions to those in power. You will find your answer. Arnab channel is funded by a BJP Parliamentarian and Zee news is owned by Subhash Chnadra, a BJP Rajyasabha member. Will they question their boss.",0.2789585292339325
"Congratulations to our govt for trying honestly to take India to number one position. Without BJP’s enormous support and contribution, India wouldn’t have reached on top from fourth position in 2011. https://t.co/QSBaUl18Ge",0.14379467070102692
Not a single media is speaking about the 3118 Cr deposited in 11 Gujarat banks linked to BJP & its President Shah.  Ahmedabad District Cooperative Bank (ADCB) got deposists of Rs 750 cr in 5 days after demonetisation.,0.15837791562080383
Hey @htTweets  Difference of Opinion is not Trolling Expressing opinion & Countering anyone's lies is not Trolling  Can you point out one tweet of mine which was abusive to her. My tweets mentioning her raised valid points on the passport controversy  https://t.co/saPiIAR1Fn,0.10812529921531677
"Of all political parties in India, @BJP4India has the filthiest of followers.  Forget opponents, they won't even spare former/current BJP senior leaders if they don't toe the line.   Examples: Sushma Swaraj, Yashwant Sinha, Arun Shourie & more.",0.11726859211921692
We do not need a PM with misplaced priorities. India has no room for such selfish leaders that the BJP promotes. #BharatBachao https://t.co/CTi0vWqVug,0.07952935993671417
"The man who tweeted filth against Sushma Swaraj, for helping an inter-faith couple obtain passports, is followed by Modi and 40 other BJP MPs.  Not a single BJP spokesperson has commented against the filth or in favour of Sushma.  Is Modi leading the charge of the Sanghi brigade?",0.027369791641831398
Replace muslims and Owaisi with hindus and Adityanath and see an year long debate on NDTV on how BJP is a threat to secularity and democracy of India. https://t.co/CfDx3x6SgE,0.13116589188575745
BJP’s misogynistic culture has trickled down to their followers too.  We applaud @SushmaSwaraj’s bravery for highlighting the vicious nature within the BJP. Women shaming will not be tolerated.  https://t.co/6VRqLKBLRM #BharatBachao #WhyNotHer,0.11836763471364975
Is it possible BJP leaders are so obtuse & dim that they don’t realise the line of criticism they are using against the Emergency is also a perfectly apt critique of their own Modi Govt’s excesses? Could they really be so clueless?,0.040083322674036026
Shashi Tharoor tries to make people believe that how re-electing Modi/BJP will result in endangering the constitution and there will be an #Emergency like situation again in India. Misleading is what they do best. #ModiEmergency https://t.co/AiPJCxoFHW,0.02391553670167923
